,date_of_birth,date_of_photo_shoot,face_score,file_path,age
39585,1976-07-08,2007,4.602432022,51/526051_1976-07-08_2007.jpg,31
39586,1973-02-05,1996,4.34200820333,19/526119_1973-02-05_1996.jpg,23
39587,1966-04-02,2012,3.4458579978,55/526155_1966-04-02_2012.jpg,46
39589,1973-07-26,2010,4.66419095408,54/5262054_1973-07-26_2010.jpg,37
39592,1943-06-17,2008,1.87542236456,38/526538_1943-06-17_2008.jpg,65
39593,1981-02-06,2009,1.2834862439,88/5265488_1981-02-06_2009.jpg,28
39595,1943-08-05,1979,1.55094447243,16/5266116_1943-08-05_1979.jpg,36
39597,1914-10-25,1954,4.47140938904,90/5266890_1914-10-25_1954.jpg,40
39598,1954-04-08,2008,2.1507123789,02/526702_1954-04-08_2008.jpg,54
39599,1937-01-11,2006,3.21029361661,37/5267337_1937-01-11_2006.jpg,69
39601,1966-06-18,2000,3.23092393127,38/526838_1966-06-18_2000.jpg,34
39602,1961-01-13,2006,2.9578535532,42/526842_1961-01-13_2006.jpg,45
39603,1967-08-09,2005,1.39371657129,04/5268504_1967-08-09_2005.jpg,38
39604,1940-07-03,1973,3.39100727361,86/5268986_1940-07-03_1973.jpg,33
39606,1956-07-01,2006,2.65473528422,33/626133_1956-07-01_2006.jpg,50
39607,1899-02-01,1978,3.00129049549,38/6261438_1899-02-01_1978.jpg,79
39608,1978-05-13,2011,4.45399299318,44/626144_1978-05-13_2011.jpg,33
39609,1958-07-24,1982,3.44889449183,26/626226_1958-07-24_1982.jpg,24
39610,1984-01-19,2010,3.17869223109,80/6262280_1984-01-19_2010.jpg,26
39611,1984-02-21,2013,1.49868308831,89/6262289_1984-02-21_2013.jpg,29
39612,1945-08-01,2008,1.54648579029,89/6262489_1945-08-01_2008.jpg,63
39615,1964-02-12,2014,2.43366054457,52/6265252_1964-02-12_2014.jpg,50
39617,1958-04-29,2007,4.50753966944,66/62666_1958-04-29_2007.jpg,49
39618,1960-03-05,2008,1.45873733039,27/6267327_1960-03-05_2008.jpg,48
39620,1976-04-01,2011,3.30043317629,99/6269899_1976-04-01_2011.jpg,35
39621,1982-07-04,2011,1.42152499562,53/6269953_1982-07-04_2011.jpg,29
39622,1963-07-04,2008,2.01033142912,99/626999_1963-07-04_2008.jpg,45
39623,1947-02-15,2011,3.83729624906,18/7260718_1947-02-15_2011.jpg,64
39624,1956-08-21,2007,3.05008384713,49/7260949_1956-08-21_2007.jpg,51
39625,1944-12-19,2012,2.35780631855,66/726166_1944-12-19_2012.jpg,68
39626,1937-11-26,1974,0.884727809606,44/7263044_1937-11-26_1974.jpg,37
39627,1970-08-27,2012,1.59624488772,20/726320_1970-08-27_2012.jpg,42
39628,1909-12-08,1996,3.43440847654,63/7263263_1909-12-08_1996.jpg,87
39630,1912-05-31,1997,5.83654815249,10/726410_1912-05-31_1997.jpg,85
39632,1918-03-10,2014,2.53034413075,21/726521_1918-03-10_2014.jpg,96
39633,1966-11-19,2011,4.3701739864,54/72654_1966-11-19_2011.jpg,45
39635,1975-10-12,2004,3.45547965808,55/72655_1975-10-12_2004.jpg,29
39638,1957-12-09,2010,5.09455430118,51/726651_1957-12-09_2010.jpg,53
39639,1946-04-06,2014,2.16807018518,76/72676_1946-04-06_2014.jpg,68
39640,1946-08-07,2015,4.65334315664,46/7267746_1946-08-07_2015.jpg,69
39641,1961-06-27,2013,3.90263619912,75/7268075_1961-06-27_2013.jpg,52
39642,1990-11-28,2012,2.53454808382,42/7268442_1990-11-28_2012.jpg,22
39645,1913-05-30,1973,1.01507869132,68/7269468_1913-05-30_1973.jpg,60
39646,1953-01-06,2012,3.54950706463,10/7269710_1953-01-06_2012.jpg,59
39648,1969-03-29,2007,3.12977139071,36/826036_1969-03-29_2007.jpg,38
39650,1970-11-26,2009,3.06838735034,39/826139_1970-11-26_2009.jpg,39
39652,1970-03-15,2013,3.63674124185,30/8262030_1970-03-15_2013.jpg,43
39656,1985-09-04,2009,3.39203036885,45/8263345_1985-09-04_2009.jpg,24
39658,1954-12-10,1976,3.83865634204,20/826420_1954-12-10_1976.jpg,22
39660,1984-10-07,2012,2.5159091155,02/8266002_1984-10-07_2012.jpg,28
39662,1972-01-04,2001,3.1081838894,73/82673_1972-01-04_2001.jpg,29
39664,1959-05-05,2012,4.74590424971,55/8269855_1959-05-05_2012.jpg,53
39666,1954-12-18,2009,3.09389003641,06/926106_1954-12-18_2009.jpg,55
39667,1935-09-20,1961,5.67831649896,37/9261137_1935-09-20_1961.jpg,26
39668,1979-11-02,2006,2.26592120277,31/9262131_1979-11-02_2006.jpg,27
39669,1985-06-22,2008,1.4433429105,73/9262373_1985-06-22_2008.jpg,23
39670,1982-02-08,2009,3.29873106337,51/926251_1982-02-08_2009.jpg,27
39672,1965-04-14,2012,2.21101756727,12/9263812_1965-04-14_2012.jpg,47
39673,1917-05-11,1986,2.78144857537,97/9265197_1917-05-11_1986.jpg,69
39675,1908-11-11,1963,1.42920020401,89/926689_1908-11-11_1963.jpg,55
39676,1933-09-30,1975,0.81925090858,91/926691_1933-09-30_1975.jpg,42
39678,1954-03-24,2008,3.71749725547,59/926859_1954-03-24_2008.jpg,54
39679,1974-03-02,2005,1.02082593994,07/9268907_1974-03-02_2005.jpg,31
39680,1980-07-20,2007,6.23401460216,34/926934_1980-07-20_2007.jpg,27
39682,1992-02-07,2014,3.77747675411,89/9269689_1992-02-07_2014.jpg,22
39684,1958-06-30,1979,2.02351933909,03/13600203_1958-06-30_1979.jpg,21
39687,1944-08-04,1968,4.81129195145,01/13603801_1944-08-04_1968.jpg,24
39688,1977-07-08,2009,1.30071202709,59/13604859_1977-07-08_2009.jpg,32
39690,1952-09-26,1974,3.97256788401,10/13605910_1952-09-26_1974.jpg,22
39692,1968-11-05,2012,4.39965753729,40/1360740_1968-11-05_2012.jpg,44
39694,1963-09-30,2008,2.9865837285,09/1361109_1963-09-30_2008.jpg,45
39696,1987-12-22,2010,5.60224105242,79/13612479_1987-12-22_2010.jpg,23
39698,1987-01-13,2014,4.68297135453,23/13612623_1987-01-13_2014.jpg,27
39699,1972-05-09,2010,3.81628511736,64/13613264_1972-05-09_2010.jpg,38
39700,1893-08-06,1954,4.2619882606,94/13614294_1893-08-06_1954.jpg,61
39701,1973-06-25,2013,2.55219812494,88/13615688_1973-06-25_2013.jpg,40
39704,1972-06-22,2009,4.30406858139,84/13618984_1972-06-22_2009.jpg,37
39705,1994-12-17,2012,4.32382613273,28/13619028_1994-12-17_2012.jpg,18
39706,1982-12-05,2007,2.54127130341,51/1362051_1982-12-05_2007.jpg,25
39707,1940-09-27,1981,3.64511877348,13/13622413_1940-09-27_1981.jpg,41
39710,1928-06-14,1960,3.14897822908,54/13623554_1928-06-14_1960.jpg,32
39711,1973-08-22,2010,3.32880665256,27/13624127_1973-08-22_2010.jpg,37
39712,1950-09-19,1981,1.56475574975,90/13624290_1950-09-19_1981.jpg,31
39713,1982-01-25,2012,2.62776148187,28/13625828_1982-01-25_2012.jpg,30
39714,1944-10-08,1977,4.73478429961,59/13626659_1944-10-08_1977.jpg,33
39715,1911-05-06,1954,1.37104001681,78/1362678_1911-05-06_1954.jpg,43
39716,1967-04-24,2011,2.82633229341,27/1362727_1967-04-24_2011.jpg,44
39717,1935-04-20,2011,2.64923036333,69/1362769_1935-04-20_2011.jpg,76
39718,1952-09-09,2005,3.93097525656,70/1362770_1952-09-09_2005.jpg,53
39719,1926-11-21,1980,4.47168928358,44/1362844_1926-11-21_1980.jpg,54
39720,1958-05-16,2015,3.65800526701,90/13628590_1958-05-16_2015.jpg,57
39721,1985-12-18,2010,4.28105149789,05/13628705_1985-12-18_2010.jpg,25
39722,1970-10-14,2014,5.16364265788,74/1362874_1970-10-14_2014.jpg,44
39723,1955-12-21,2013,2.01463226374,25/13630025_1955-12-21_2013.jpg,58
39724,1935-08-09,1960,3.72672560746,10/1363010_1935-08-09_1960.jpg,25
39725,1898-03-06,1966,2.80667602561,81/13631181_1898-03-06_1966.jpg,68
39726,1945-01-03,2013,1.61102791167,75/13631475_1945-01-03_2013.jpg,68
39727,1934-08-18,2004,1.42126238771,49/13631549_1934-08-18_2004.jpg,70
39728,1964-08-22,2010,3.31921190077,11/13631711_1964-08-22_2010.jpg,46
39729,1976-02-16,2009,2.40073211255,13/1363213_1976-02-16_2009.jpg,33
39730,1939-08-31,1957,4.2921840883,03/1363403_1939-08-31_1957.jpg,18
39731,1951-07-12,2011,3.33158835926,08/1363408_1951-07-12_2011.jpg,60
39732,1891-09-07,1954,2.01865751063,10/13634310_1891-09-07_1954.jpg,63
39733,1940-05-22,2004,2.90036735052,40/1363440_1940-05-22_2004.jpg,64
39734,1982-01-23,2013,2.88099264133,06/13635506_1982-01-23_2013.jpg,31
39735,1986-02-12,2009,4.73849281283,03/13635603_1986-02-12_2009.jpg,23
39736,1982-01-23,2013,4.05285018536,15/13635715_1982-01-23_2013.jpg,31
39737,1967-12-12,2006,3.63497425742,15/1363615_1967-12-12_2006.jpg,39
39738,1986-05-27,2013,1.79685761824,80/13636480_1986-05-27_2013.jpg,27
39739,1971-05-30,2015,2.64489069448,08/1363708_1971-05-30_2015.jpg,44
39740,1956-10-03,2009,2.73085301296,58/13637858_1956-10-03_2009.jpg,53
39741,1923-06-15,1965,2.9811005765,99/1363799_1923-06-15_1965.jpg,42
39742,1978-02-02,2010,5.54595483098,00/1363900_1978-02-02_2010.jpg,32
39743,1960-09-14,2009,4.24787624152,53/1363953_1960-09-14_2009.jpg,49
39744,1947-09-27,1994,0.85119269555,02/1364002_1947-09-27_1994.jpg,47
39745,1984-09-20,2009,4.11765002509,68/1364068_1984-09-20_2009.jpg,25
39747,1977-09-12,2010,3.28438519097,22/1364122_1977-09-12_2010.jpg,33
39750,1988-12-25,2011,3.4005692045,39/13642939_1988-12-25_2011.jpg,23
39751,1978-12-29,2010,2.1883697132,06/1364406_1978-12-29_2010.jpg,32
39752,1940-10-08,2008,3.33662041284,75/13644475_1940-10-08_2008.jpg,68
39753,1989-07-13,2010,2.66852965515,76/1364476_1989-07-13_2010.jpg,21
39755,1981-11-26,2008,4.39008977671,76/13646376_1981-11-26_2008.jpg,27
39756,1960-11-19,2009,2.18803245711,27/1365027_1960-11-19_2009.jpg,49
39758,1987-04-23,2015,4.53011165064,95/13652095_1987-04-23_2015.jpg,28
39761,1987-12-22,2012,0.779245967379,71/13655271_1987-12-22_2012.jpg,25
39762,1883-10-15,1942,0.828179978236,45/1365545_1883-10-15_1942.jpg,59
39763,1938-03-10,2007,3.20004805338,96/13657096_1938-03-10_2007.jpg,69
39764,1984-03-05,2014,2.37260413297,83/13657983_1984-03-05_2014.jpg,30
39765,1977-10-01,2012,4.41732316627,76/1365876_1977-10-01_2012.jpg,35
39766,1918-02-27,1943,3.38506623939,12/13659912_1918-02-27_1943.jpg,25
39768,1965-06-05,2007,2.47982572764,06/13660506_1965-06-05_2007.jpg,42
39770,1953-10-30,2008,3.96973548653,58/1366258_1953-10-30_2008.jpg,55
39771,1966-09-12,2011,6.09319723745,45/13663345_1966-09-12_2011.jpg,45
39772,1925-03-08,1977,3.39540434561,87/1366387_1925-03-08_1977.jpg,52
39773,1989-04-27,2014,3.59715689477,98/13664298_1989-04-27_2014.jpg,25
39774,1989-04-27,2014,3.35336348945,44/13664344_1989-04-27_2014.jpg,25
39775,1965-03-24,2009,4.86659738967,31/13664731_1965-03-24_2009.jpg,44
39776,1985-04-29,2010,2.09257111094,42/13665742_1985-04-29_2010.jpg,25
39777,1927-02-15,2011,2.21215246236,45/13669145_1927-02-15_2011.jpg,84
39778,1951-12-21,2006,5.09416053321,81/13670281_1951-12-21_2006.jpg,55
39780,1984-12-01,2012,2.92072690802,26/13671026_1984-12-01_2012.jpg,28
39781,1983-06-04,2013,1.69446948226,18/1367118_1983-06-04_2013.jpg,30
39784,1945-08-22,2015,4.45901575111,46/1367546_1945-08-22_2015.jpg,70
39785,1989-10-19,2010,2.04971893172,75/13675675_1989-10-19_2010.jpg,21
39786,1987-01-31,2011,5.71785114634,52/13675852_1987-01-31_2011.jpg,24
39787,1926-03-30,2010,2.6631379595,63/136763_1926-03-30_2010.jpg,84
39789,1974-09-09,2009,3.17482914308,81/13679981_1974-09-09_2009.jpg,35
39790,1964-03-25,2014,2.34108921293,04/1368304_1964-03-25_2014.jpg,50
39792,1969-09-03,2007,5.17239095723,67/13685567_1969-09-03_2007.jpg,38
39794,1953-08-15,1978,1.27112175417,72/1368672_1953-08-15_1978.jpg,25
39795,1984-01-06,2010,1.14640789402,75/13687575_1984-01-06_2010.jpg,26
39796,1947-01-05,2011,3.61060860243,02/13687702_1947-01-05_2011.jpg,64
39797,1976-07-17,2013,5.1104276786,62/1368962_1976-07-17_2013.jpg,37
39798,1946-10-14,2007,2.48848714379,92/1368992_1946-10-14_2007.jpg,61
39800,1972-10-08,2009,5.38270774704,26/13691626_1972-10-08_2009.jpg,37
39801,1903-11-12,1961,2.51737428348,67/1369267_1903-11-12_1961.jpg,58
39802,1889-04-14,1940,3.63941297183,71/1369271_1889-04-14_1940.jpg,51
39804,1882-05-23,1941,3.93482231177,37/1369337_1882-05-23_1941.jpg,59
39805,1970-03-02,2012,4.5875791279,01/13693401_1970-03-02_2012.jpg,42
39806,1874-03-05,1945,3.3409045177,45/1369345_1874-03-05_1945.jpg,71
39807,1984-07-16,2008,3.80802635008,24/13695024_1984-07-16_2008.jpg,24
39808,1944-09-16,2006,1.14681467635,18/1369618_1944-09-16_2006.jpg,62
39809,1979-02-10,2014,1.05735084159,90/1369690_1979-02-10_2014.jpg,35
39810,1982-01-15,2013,4.68052846584,94/13696994_1982-01-15_2013.jpg,31
39811,1910-02-17,1950,3.2928175467,64/1369864_1910-02-17_1950.jpg,40
39813,1916-06-29,1973,3.65209711711,38/1369938_1916-06-29_1973.jpg,57
39815,1901-07-23,1950,3.1107960889,02/236002_1901-07-23_1950.jpg,49
39816,1982-05-19,2010,3.45669515703,88/23600388_1982-05-19_2010.jpg,28
39818,1971-09-14,2011,4.79060160419,06/2360106_1971-09-14_2011.jpg,40
39820,1990-05-24,2010,0.972275204652,47/23604847_1990-05-24_2010.jpg,20
39821,1982-12-03,2013,1.63289257712,67/2360567_1982-12-03_2013.jpg,31
39822,1924-12-22,2009,3.42332083446,03/2360803_1924-12-22_2009.jpg,85
39824,1980-10-11,2012,0.751107294917,62/2361062_1980-10-11_2012.jpg,32
39825,1968-02-15,2013,4.56948909681,09/23610809_1968-02-15_2013.jpg,45
39827,1983-03-15,2010,2.91515044478,42/2361142_1983-03-15_2010.jpg,27
39829,1973-03-23,2007,3.56344166822,41/236141_1973-03-23_2007.jpg,34
39830,1960-10-26,2014,3.38434393222,69/23614769_1960-10-26_2014.jpg,54
39831,1975-12-23,2008,4.08782997925,45/2361545_1975-12-23_2008.jpg,33
39832,1979-05-21,2006,2.21285103437,68/23615668_1979-05-21_2006.jpg,27
39833,1983-01-13,2006,1.74367495585,22/23615722_1983-01-13_2006.jpg,23
39834,1984-12-11,2015,4.97156166469,89/2361589_1984-12-11_2015.jpg,31
39835,1970-06-23,2010,4.49147033261,79/2361679_1970-06-23_2010.jpg,40
39836,1929-09-28,1971,0.81645674719,80/23617680_1929-09-28_1971.jpg,42
39837,1973-06-08,2008,2.76135292101,56/23617756_1973-06-08_2008.jpg,35
39838,1990-07-27,2011,4.74815136106,68/23618568_1990-07-27_2011.jpg,21
39839,1964-12-16,2013,4.82833285762,30/23620630_1964-12-16_2013.jpg,49
39840,1875-01-29,1947,1.28684994252,19/2362219_1875-01-29_1947.jpg,72
39841,1983-01-24,2010,4.43670559753,44/2362244_1983-01-24_2010.jpg,27
39842,1982-11-14,2011,3.24329221304,98/2362298_1982-11-14_2011.jpg,29
39843,1980-08-18,2007,3.9008627842,79/2362379_1980-08-18_2007.jpg,27
39844,1987-11-18,2009,3.48748965254,90/23624190_1987-11-18_2009.jpg,22
39845,1983-06-06,2009,2.2667836478,99/23624199_1983-06-06_2009.jpg,26
39846,1948-02-14,2007,4.71467476732,51/2362451_1948-02-14_2007.jpg,59
39848,1995-02-17,2014,4.44767019704,01/23628301_1995-02-17_2014.jpg,19
39849,1953-07-02,2011,1.81895542524,22/2362922_1953-07-02_2011.jpg,58
39851,1988-09-04,2013,0.865807120566,92/23630992_1988-09-04_2013.jpg,25
39852,1943-08-28,2009,1.23160363919,10/2363110_1943-08-28_2009.jpg,66
39853,1984-09-20,2013,4.02176604784,03/23632003_1984-09-20_2013.jpg,29
39854,1974-09-16,2005,0.893235907798,94/23632694_1974-09-16_2005.jpg,31
39855,1957-05-10,1981,2.45664953829,31/2363331_1957-05-10_1981.jpg,24
39856,1926-09-07,1953,3.4055967795,69/23634569_1926-09-07_1953.jpg,27
39857,1958-12-06,1996,2.77728092827,04/23635804_1958-12-06_1996.jpg,38
39860,1987-10-02,2013,3.66972644181,67/23639467_1987-10-02_2013.jpg,26
39861,1981-05-12,2011,2.24397485423,09/23639809_1981-05-12_2011.jpg,30
39863,1907-07-23,1974,3.6909442694,78/23642478_1907-07-23_1974.jpg,67
39864,1980-12-30,2012,4.62720444196,47/236447_1980-12-30_2012.jpg,32
39865,1980-09-25,2008,5.23034464857,33/23647733_1980-09-25_2008.jpg,28
39866,1988-06-09,2013,2.95442937976,18/23647918_1988-06-09_2013.jpg,25
39867,1984-01-02,2013,4.95576381703,22/23648622_1984-01-02_2013.jpg,29
39868,1965-11-22,2013,3.505891854,04/2365104_1965-11-22_2013.jpg,48
39869,1959-11-10,2010,3.20450034251,25/23652025_1959-11-10_2010.jpg,51
39870,1966-10-18,2007,4.82790872699,86/2365286_1966-10-18_2007.jpg,41
39872,1983-12-12,2008,3.39479333937,07/23654707_1983-12-12_2008.jpg,25
39873,1990-07-01,2010,4.27880762309,97/23655297_1990-07-01_2010.jpg,20
39874,1977-03-31,2007,2.61957961627,39/2365739_1977-03-31_2007.jpg,30
39877,1940-04-05,1969,2.66507072121,19/2365819_1940-04-05_1969.jpg,29
39878,1986-08-10,2008,2.8216720928,77/23658677_1986-08-10_2008.jpg,22
39879,1977-11-01,2006,1.48616555964,30/2365930_1977-11-01_2006.jpg,29
39880,1973-12-04,2012,2.74931147816,13/236613_1973-12-04_2012.jpg,39
39881,1948-07-27,1994,3.25634564155,37/2366237_1948-07-27_1994.jpg,46
39883,1965-06-01,2011,1.74535668096,26/2366326_1965-06-01_2011.jpg,46
39884,1991-09-30,2013,3.22156444229,11/23663711_1991-09-30_2013.jpg,22
39885,1974-02-12,1997,1.67735093566,87/23664487_1974-02-12_1997.jpg,23
39886,1986-03-28,2009,3.71925392309,52/23664552_1986-03-28_2009.jpg,23
39888,1987-06-18,2013,2.12095139996,51/23666851_1987-06-18_2013.jpg,26
39889,1975-11-04,2015,3.81160832956,09/2366709_1975-11-04_2015.jpg,40
39890,1997-12-21,2012,3.12190954282,79/23669579_1997-12-21_2012.jpg,15
39891,1974-08-29,2012,3.37516720371,73/2366973_1974-08-29_2012.jpg,38
39893,1963-01-11,2004,4.63925887932,60/2367160_1963-01-11_2004.jpg,41
39894,1970-10-31,2011,5.10071986304,18/23672218_1970-10-31_2011.jpg,41
39895,1989-06-18,2014,4.77077701155,76/23672476_1989-06-18_2014.jpg,25
39896,1914-02-12,1947,2.89048842431,86/2367486_1914-02-12_1947.jpg,33
39897,1982-02-16,2008,4.88840053264,02/23678802_1982-02-16_2008.jpg,26
39898,1919-03-30,1945,3.8824905328,66/23679466_1919-03-30_1945.jpg,26
39899,1983-09-06,2011,4.93348157354,69/23680069_1983-09-06_2011.jpg,28
39900,1990-02-22,2009,5.37356251937,95/23680995_1990-02-22_2009.jpg,19
39901,1994-03-01,2012,3.80526756188,98/23680998_1994-03-01_2012.jpg,18
39903,1951-03-03,1982,3.74840577566,76/2368176_1951-03-03_1982.jpg,31
39904,1959-09-07,2014,3.8751903436,35/2368235_1959-09-07_2014.jpg,55
39906,1914-01-31,1962,4.2976688473,36/236836_1914-01-31_1962.jpg,48
39908,1978-05-04,2014,4.45168367162,68/23684268_1978-05-04_2014.jpg,36
39909,1967-11-07,2011,4.80950775973,72/2368472_1967-11-07_2011.jpg,44
39910,1950-01-14,2009,3.6354734797,71/23685171_1950-01-14_2009.jpg,59
39911,1981-03-20,2009,1.55885320669,92/2368592_1981-03-20_2009.jpg,28
39913,1993-01-07,2014,0.907266901127,83/23687283_1993-01-07_2014.jpg,21
39915,1964-01-11,2009,3.54220027081,61/23688961_1964-01-11_2009.jpg,45
39916,1947-05-04,2009,2.78059715175,90/23689990_1947-05-04_2009.jpg,62
39917,1973-12-17,2008,5.31784415418,74/2369174_1973-12-17_2008.jpg,35
39918,1973-05-27,2014,4.57864581942,88/2369188_1973-05-27_2014.jpg,41
39919,1960-09-21,2013,4.68540752157,14/23694514_1960-09-21_2013.jpg,53
39920,1957-05-01,2008,2.49724505211,62/236962_1957-05-01_2008.jpg,51
39922,1890-07-11,1945,3.45269008259,55/2369955_1890-07-11_1945.jpg,55
39924,1992-09-10,2014,4.71791022236,40/33607340_1992-09-10_2014.jpg,22
39926,1985-06-26,2014,5.53191975788,26/33608726_1985-06-26_2014.jpg,29
39928,1942-04-13,2008,4.02518580026,09/336109_1942-04-13_2008.jpg,66
39929,1949-12-01,2007,1.97100370649,30/3361230_1949-12-01_2007.jpg,58
39930,1985-04-13,2011,5.04321253403,80/33612980_1985-04-13_2011.jpg,26
39931,1974-05-24,2012,3.38845839686,46/3361346_1974-05-24_2012.jpg,38
39932,1993-11-18,2011,3.8241738591,88/33614188_1993-11-18_2011.jpg,18
39933,1918-08-16,2000,1.76956192758,45/33614945_1918-08-16_2000.jpg,82
39935,1912-05-24,1966,2.48177924744,05/3362005_1912-05-24_1966.jpg,54
39936,1993-09-18,2013,2.40430447367,25/33622325_1993-09-18_2013.jpg,20
39937,1993-01-18,2013,5.20687978338,89/33622789_1993-01-18_2013.jpg,20
39938,1989-10-03,2012,5.21000114425,00/33623200_1989-10-03_2012.jpg,23
39940,1983-01-26,2012,2.80587031397,97/33625397_1983-01-26_2012.jpg,29
39941,1981-07-22,2013,2.87763533676,11/33625611_1981-07-22_2013.jpg,32
39942,1922-02-05,1949,1.20093062033,24/33626724_1922-02-05_1949.jpg,27
39943,1936-12-23,1968,5.10787213731,02/3362702_1936-12-23_1968.jpg,32
39944,1972-07-25,2011,3.2129420973,40/33628340_1972-07-25_2011.jpg,39
39945,1926-10-05,1985,3.5342403922,58/33628458_1926-10-05_1985.jpg,59
39949,1967-02-21,2011,3.43048298994,48/33636848_1967-02-21_2011.jpg,44
39951,1957-04-09,2013,4.67831982388,22/3363722_1957-04-09_2013.jpg,56
39952,1954-04-16,2012,4.79614758335,80/33640680_1954-04-16_2012.jpg,58
39955,1933-09-27,1970,5.65036523135,43/3364543_1933-09-27_1970.jpg,37
39957,1925-10-31,1946,5.71636399816,90/33649590_1925-10-31_1946.jpg,21
39958,1991-04-16,2014,2.52340459635,65/33649665_1991-04-16_2014.jpg,23
39960,1935-05-24,2009,1.45316135664,66/33650766_1935-05-24_2009.jpg,74
39962,1982-12-08,2014,4.89290388142,49/33651449_1982-12-08_2014.jpg,32
39963,1985-05-13,2013,4.68775239913,56/33651656_1985-05-13_2013.jpg,28
39964,1991-11-25,2014,2.62603371432,51/33651851_1991-11-25_2014.jpg,23
39968,1922-08-17,1971,4.72639347786,49/3365649_1922-08-17_1971.jpg,49
39969,1995-09-25,2012,1.91108162976,10/33657610_1995-09-25_2012.jpg,17
39970,1949-06-24,1985,1.37425175293,73/3365773_1949-06-24_1985.jpg,36
39971,1977-03-18,2010,3.57409472742,77/33658177_1977-03-18_2010.jpg,33
39972,1833-12-27,1953,1.57625651982,11/33658211_1833-12-27_1953.jpg,120
39974,1897-03-27,1993,2.76914646991,37/33659137_1897-03-27_1993.jpg,96
39975,1906-07-02,1963,3.09292125743,22/3365922_1906-07-02_1963.jpg,57
39976,1986-06-01,2009,3.86306268711,90/33659590_1986-06-01_2009.jpg,23
39977,1955-09-16,2006,1.15423733089,04/336604_1955-09-16_2006.jpg,51
39978,1946-06-04,2013,1.55310900959,81/33661381_1946-06-04_2013.jpg,67
39979,1938-07-29,1968,4.38804529861,13/336613_1938-07-29_1968.jpg,30
39983,1924-05-27,1965,3.78887911276,84/3366584_1924-05-27_1965.jpg,41
39984,1995-11-25,2012,0.957169691463,33/33665933_1995-11-25_2012.jpg,17
39986,1983-02-03,2007,4.38734553741,83/3366883_1983-02-03_2007.jpg,24
39987,1989-02-08,2011,2.07118453342,78/33669878_1989-02-08_2011.jpg,22
39988,1952-10-05,2011,5.79701068905,66/33671766_1952-10-05_2011.jpg,59
39989,1980-06-21,2011,3.67755641121,86/33672286_1980-06-21_2011.jpg,31
39990,1980-04-21,2008,4.4433301731,35/3367235_1980-04-21_2008.jpg,28
39991,1930-05-23,2011,3.53581572908,17/33675617_1930-05-23_2011.jpg,81
39993,1958-08-18,2011,3.47343317364,90/336790_1958-08-18_2011.jpg,53
39994,1927-06-03,2007,3.53628734986,36/33680836_1927-06-03_2007.jpg,80
39995,1934-04-13,1960,3.06765614397,06/33680906_1934-04-13_1960.jpg,26
39996,1940-03-12,1987,1.82820157397,78/3368178_1940-03-12_1987.jpg,47
39997,1983-11-23,2014,2.42013988673,31/33682531_1983-11-23_2014.jpg,31
39999,1976-06-22,2011,3.91277468983,51/33688351_1976-06-22_2011.jpg,35
40000,1994-11-24,2012,4.84227795765,96/33688696_1994-11-24_2012.jpg,18
40001,1988-03-08,2012,5.71579699291,02/33688702_1988-03-08_2012.jpg,24
40002,1977-10-26,2015,4.18334625902,99/33689099_1977-10-26_2015.jpg,38
40003,1956-05-21,1982,3.3942544664,25/3368925_1956-05-21_1982.jpg,26
40004,1995-04-17,2011,3.1369258213,52/33689852_1995-04-17_2011.jpg,16
40005,1967-12-28,2012,2.01298641456,35/33690435_1967-12-28_2012.jpg,45
40006,1986-11-24,2012,3.27860493169,01/33692601_1986-11-24_2012.jpg,26
40008,1950-11-12,1978,5.0017187441,34/33695634_1950-11-12_1978.jpg,28
40009,1922-11-14,1940,1.4041551575,59/336959_1922-11-14_1940.jpg,18
40010,1914-12-31,1960,4.30949471829,71/33696271_1914-12-31_1960.jpg,46
40012,1934-07-18,2005,1.36161403869,09/33696509_1934-07-18_2005.jpg,71
40013,1976-06-16,2013,5.72980588278,97/33696797_1976-06-16_2013.jpg,37
40014,1995-01-13,2012,1.79632518411,94/33697694_1995-01-13_2012.jpg,17
40015,1978-09-26,2013,4.93085482849,37/33698237_1978-09-26_2013.jpg,35
40018,1926-10-06,1974,4.19032423896,30/43600330_1926-10-06_1974.jpg,48
40020,1987-02-23,2013,3.66855384143,25/43601725_1987-02-23_2013.jpg,26
40021,1989-09-19,2008,5.27146249638,28/43602828_1989-09-19_2008.jpg,19
40022,1989-11-27,2013,6.10664790838,26/43602926_1989-11-27_2013.jpg,24
40025,1932-08-17,1957,3.58260813615,08/43604208_1932-08-17_1957.jpg,25
40026,1978-09-04,2014,1.87753732745,88/4360488_1978-09-04_2014.jpg,36
40028,1973-10-18,2011,5.20461657032,15/43606115_1973-10-18_2011.jpg,38
40032,1890-04-13,1940,2.01945883416,34/43609434_1890-04-13_1940.jpg,50
40034,1986-02-14,2014,3.58551825452,21/43610021_1986-02-14_2014.jpg,28
40035,1992-04-04,2014,5.16936755877,76/43612176_1992-04-04_2014.jpg,22
40036,1927-04-27,1964,4.73341954862,27/436127_1927-04-27_1964.jpg,37
40038,1961-02-10,2014,3.38640404854,66/43613966_1961-02-10_2014.jpg,53
40039,1945-06-19,2014,2.66293300407,49/436149_1945-06-19_2014.jpg,69
40040,1977-04-23,2011,5.03806806446,41/4361541_1977-04-23_2011.jpg,34
